Token,POS,IsNumeric,Label,DocID,PrevToken,NextToken
for,DT,False,O,671,,
IBM,NNP,False,I-MERGER,460,with,
expectations,IN,False,I-EARNINGS,621,earnings,with
IBM,NNP,False,B-MERGER,285,,completed
JPMorgan,NNP,False,B-ACQUISITION,17,,successfully
shares,IN,False,I-STOCK,809,Bank of America,dropped
$3.1 billion,CD,True,I-STOCK,512,by,
in,DT,False,O,432,,
completed,IN,False,I-ACQUISITION,976,Oracle,the
declined,IN,False,I-STOCK,110,shares,by
expectations,IN,False,I-EARNINGS,509,earnings,with
stock,IN,False,I-STOCK,696,Visa,surged
$1.3 billion,CD,True,I-STOCK,707,surged,
of,IN,False,I-EARNINGS,400,earnings,$750 million
Facebook,NNP,False,I-MERGER,538,with,
merger,IN,False,I-MERGER,649,the,between
$15.7 billion,CD,True,I-EARNINGS,404,with,
confirmed,IN,False,I-MERGER,995,IBM,ongoing
at,DT,False,O,447,,
a,IN,False,I-MERGER,205,announced,merger
announced,VBD,False,I-MERGER,606,Netflix,a
the,DT,False,O,861,,
in,DT,False,O,950,,
in,DT,False,O,989,,
Goldman Sachs,NNP,False,I-MERGER,276,with,
revenue,IN,False,I-EARNINGS,498,annual,of
Citigroup,NNP,False,B-MERGER,393,,approved
in,DT,False,O,316,,
Visa,NNP,False,I-MERGER,702,between,
$1.3 billion,CD,True,I-STOCK,795,by,
$2.4 billion,CD,True,I-STOCK,687,fell,
Intel,NNP,False,I-ACQUISITION,387,acquire,
Salesforce,NNP,False,B-EARNINGS,641,,reported
completed,IN,False,I-ACQUISITION,206,Netflix,the
on,DT,False,O,495,,
acquire,IN,False,I-ACQUISITION,74,to,Citigroup
Oracle,NNP,False,B-ACQUISITION,190,,successfully
or,DT,False,O,661,,
of,IN,False,I-ACQUISITION,238,acquisition,Intel
with,IN,False,I-EARNINGS,90,expectations,$450 million
on,DT,False,O,748,,
successfully,IN,False,I-ACQUISITION,65,Morgan Stanley,purchased
acquired,VBD,False,I-ACQUISITION,22,Adobe,Salesforce
on,DT,False,O,432,,
acquire,IN,False,I-ACQUISITION,420,to,Microsoft
dropped,IN,False,I-STOCK,826,shares,$3.1 billion
announced,VBD,False,I-ACQUISITION,535,Apple,plans
released,IN,False,I-EARNINGS,663,Visa,its
PayPal,NNP,False,B-EARNINGS,160,,announced
and,DT,False,O,529,,
announced,VBD,False,I-EARNINGS,982,PayPal,annual
or,DT,False,O,281,,
by,DT,False,O,586,,
acquisition,IN,False,I-ACQUISITION,485,the,of
is,IN,False,I-ACQUISITION,916,Bank of America,in
fell,IN,False,I-STOCK,875,price,$2.4 billion
for,DT,False,O,40,,
earnings,IN,False,I-EARNINGS,207,Q4,showing
earnings,IN,False,I-EARNINGS,285,quarterly,of
by,DT,False,O,881,,
in,DT,False,O,133,,
for,DT,False,O,631,,
Microsoft,NNP,False,I-ACQUISITION,496,purchased,
Facebook,NNP,False,B-ACQUISITION,491,,is
plans,IN,False,I-ACQUISITION,925,announced,to
for,DT,False,O,112,,
at,DT,False,O,198,,
stock,IN,False,I-STOCK,724,Citigroup,price
earnings,IN,False,I-EARNINGS,689,quarterly,of
the,DT,False,O,524,,
by,DT,False,O,253,,
Oracle,NNP,False,B-EARNINGS,378,,announced
Tesla,NNP,False,I-ACQUISITION,665,acquired,
price,IN,False,I-STOCK,330,stock,fell
with,IN,False,I-MERGER,737,talks,PayPal
approved,IN,False,I-MERGER,14,Apple,the
with,IN,False,I-MERGER,25,merger,IBM
merger,IN,False,I-MERGER,770,in,talks
in,DT,False,O,227,,
for,DT,False,O,919,,
by,DT,False,O,889,,
released,IN,False,I-EARNINGS,416,Goldman Sachs,its
in,DT,False,O,855,,
expectations,IN,False,I-EARNINGS,936,earnings,with
a,IN,False,I-MERGER,580,announced,merger
ongoing,IN,False,I-MERGER,252,confirmed,merger
$1.3 billion,CD,True,I-STOCK,813,fell,
the,DT,False,O,62,,
for,DT,False,O,619,,
completed,IN,False,I-ACQUISITION,623,Apple,the
Citigroup,NNP,False,B-ACQUISITION,506,,announced
acquire,IN,False,I-ACQUISITION,640,to,Adobe
earnings,IN,False,I-EARNINGS,871,beat,expectations
Apple,NNP,False,I-ACQUISITION,895,of,
increased,IN,False,I-STOCK,484,price,by
$750 million,CD,True,I-EARNINGS,928,with,
merger,IN,False,I-MERGER,637,ongoing,negotiations
Salesforce,NNP,False,B-ACQUISITION,485,,completed
annual,IN,False,I-EARNINGS,996,announced,revenue
by,DT,False,O,906,,
a,IN,False,I-MERGER,527,announced,merger
revenue,IN,False,I-EARNINGS,907,annual,of
Citigroup,NNP,False,B-ACQUISITION,980,,announced
Intel,NNP,False,B-STOCK,795,,stock
Citigroup,NNP,False,I-MERGER,924,with,
by,DT,False,O,121,,
ongoing,IN,False,I-MERGER,19,confirmed,merger
declined,IN,False,I-STOCK,713,shares,by
on,DT,False,O,136,,
Oracle,NNP,False,B-STOCK,616,,shares
Salesforce,NNP,False,B-MERGER,501,,completed
earnings,IN,False,I-EARNINGS,808,Q4,showing
or,DT,False,O,703,,
the,DT,False,O,924,,
Netflix,NNP,False,I-MERGER,5,with,
IBM,NNP,False,B-EARNINGS,660,,released
or,DT,False,O,134,,
the,DT,False,O,851,,
Intel,NNP,False,I-MERGER,241,with,
for,DT,False,O,130,,
estimates,IN,False,I-EARNINGS,495,earnings,by
Microsoft,NNP,False,B-MERGER,576,,approved
merger,IN,False,I-MERGER,287,a,with
acquisition,IN,False,I-ACQUISITION,127,the,of
the,IN,False,I-ACQUISITION,640,completed,acquisition
at,DT,False,O,152,,
$450 million,CD,True,I-STOCK,144,by,
Tesla,NNP,False,B-EARNINGS,546,,reported
completed,IN,False,I-MERGER,394,Apple,its
merger,IN,False,I-MERGER,419,in,talks
in,DT,False,O,773,,
stock,IN,False,I-STOCK,772,Oracle,price
Amazon,NNP,False,B-MERGER,527,,confirmed
earnings,IN,False,I-EARNINGS,383,missed,estimates
on,DT,False,O,763,,
missed,IN,False,I-EARNINGS,583,Visa,earnings
with,DT,False,O,642,,
surged,IN,False,I-STOCK,554,stock,$450 million
the,DT,False,O,593,,
surged,IN,False,I-STOCK,929,stock,$1.3 billion
negotiations,IN,False,I-MERGER,923,merger,with
to,IN,False,I-ACQUISITION,611,plans,acquire
Google,NNP,False,B-MERGER,45,,confirmed
IBM,NNP,False,B-EARNINGS,314,,beat
in,DT,False,O,208,,
approved,IN,False,I-MERGER,484,Netflix,the
Microsoft,NNP,False,I-MERGER,953,with,
Facebook,NNP,False,B-EARNINGS,88,,reported
completed,IN,False,I-ACQUISITION,941,Morgan Stanley,the
released,IN,False,I-EARNINGS,625,IBM,its
to,IN,False,I-ACQUISITION,65,talks,acquire
missed,IN,False,I-EARNINGS,472,Google,earnings
Morgan Stanley,NNP,False,B-ACQUISITION,569,,completed
with,DT,False,O,445,,
revenue,IN,False,I-EARNINGS,168,annual,of
JPMorgan,NNP,False,B-MERGER,255,,confirmed
by,IN,False,I-STOCK,682,increased,$5.2 billion
or,DT,False,O,302,,
and,DT,False,O,79,,
JPMorgan,NNP,False,B-MERGER,534,,announced
Microsoft,NNP,False,B-STOCK,670,,stock
purchased,IN,False,I-ACQUISITION,317,successfully,Bank of America
in,DT,False,O,596,,
earnings,IN,False,I-EARNINGS,222,Q4,showing
Google,NNP,False,B-MERGER,605,,completed
in,DT,False,O,711,,
by,IN,False,I-STOCK,165,declined,$980 million
with,DT,False,O,765,,
purchased,IN,False,I-ACQUISITION,17,successfully,Oracle
on,DT,False,O,527,,
merger,IN,False,I-MERGER,653,in,talks
Microsoft,NNP,False,I-ACQUISITION,77,purchased,
between,IN,False,I-MERGER,270,merger,Tesla
earnings,IN,False,I-EARNINGS,437,Q4,showing
in,DT,False,O,10,,
Intel,NNP,False,B-MERGER,654,,completed
shares,IN,False,I-STOCK,120,JPMorgan,declined
$3.1 billion,CD,True,I-STOCK,14,fell,
with,DT,False,O,230,,
by,DT,False,O,271,,
$2.4 billion,CD,True,I-STOCK,28,by,
stock,IN,False,I-STOCK,351,Netflix,price
at,DT,False,O,40,,
for,DT,False,O,861,,
is,IN,False,I-MERGER,702,JPMorgan,in
by,DT,False,O,459,,
and,DT,False,O,248,,
merger,IN,False,I-MERGER,972,in,talks
purchased,IN,False,I-ACQUISITION,553,successfully,Google
shares,IN,False,I-STOCK,973,Oracle,declined
by,DT,False,O,140,,
in,IN,False,I-ACQUISITION,812,is,talks
on,DT,False,O,282,,
$2.4 billion,CD,True,I-EARNINGS,369,of,
dropped,IN,False,I-STOCK,872,shares,$2.4 billion
to,IN,False,I-ACQUISITION,435,talks,acquire
Bank of America,NNP,False,I-MERGER,447,between,
talks,IN,False,I-ACQUISITION,267,in,to
increased,IN,False,I-STOCK,441,price,by
surged,IN,False,I-STOCK,630,stock,$980 million
by,DT,False,O,416,,
with,DT,False,O,325,,
for,DT,False,O,920,,
announced,VBD,False,I-ACQUISITION,906,Bank of America,plans
revenue,IN,False,I-EARNINGS,321,annual,of
earnings,IN,False,I-EARNINGS,327,beat,expectations
missed,IN,False,I-EARNINGS,479,Google,earnings
Facebook,NNP,False,B-MERGER,840,,is
in,DT,False,O,965,,
annual,IN,False,I-EARNINGS,507,announced,revenue
the,DT,False,O,407,,
the,IN,False,I-ACQUISITION,206,completed,acquisition
acquire,IN,False,I-ACQUISITION,446,to,Salesforce
of,IN,False,I-EARNINGS,705,revenue,$5.2 billion
revenue,IN,False,I-EARNINGS,653,annual,of
merger,IN,False,I-MERGER,261,its,with
IBM,NNP,False,B-ACQUISITION,118,,announced
completed,IN,False,I-MERGER,72,Visa,its
$15.7 billion,CD,True,I-EARNINGS,169,of,
on,DT,False,O,494,,
in,DT,False,O,41,,
at,DT,False,O,351,,
increased,IN,False,I-STOCK,207,price,by
on,DT,False,O,878,,
or,DT,False,O,208,,
Amazon,NNP,False,B-EARNINGS,550,,missed
in,DT,False,O,979,,
and,DT,False,O,182,,
earnings,IN,False,I-EARNINGS,311,beat,expectations
on,DT,False,O,969,,
PayPal,NNP,False,I-ACQUISITION,190,purchased,
with,DT,False,O,256,,
reported,VBD,False,I-EARNINGS,377,IBM,quarterly
$2.4 billion,CD,True,I-STOCK,361,by,
at,DT,False,O,738,,
merger,IN,False,I-MERGER,164,the,between
Microsoft,NNP,False,B-MERGER,145,,approved
to,IN,False,I-ACQUISITION,636,talks,acquire
or,DT,False,O,271,,
$980 million,CD,True,I-STOCK,716,surged,
negotiations,IN,False,I-MERGER,321,merger,with
with,DT,False,O,172,,
its,IN,False,I-MERGER,261,completed,merger
to,IN,False,I-ACQUISITION,222,talks,acquire
acquire,IN,False,I-ACQUISITION,988,to,Apple
declined,IN,False,I-STOCK,240,shares,by
declined,IN,False,I-STOCK,885,shares,by
$450 million,CD,True,I-EARNINGS,454,by,
expectations,IN,False,I-EARNINGS,359,earnings,with
Intel,NNP,False,B-STOCK,490,,stock
at,DT,False,O,977,,
Microsoft,NNP,False,I-ACQUISITION,887,acquired,
Microsoft,NNP,False,B-ACQUISITION,39,,acquired
talks,IN,False,I-MERGER,692,merger,with
beat,IN,False,I-EARNINGS,369,Oracle,earnings
Oracle,NNP,False,B-ACQUISITION,468,,announced
and,DT,False,O,647,,
for,DT,False,O,622,,
and,DT,False,O,595,,
in,DT,False,O,788,,
with,IN,False,I-MERGER,809,talks,Amazon
quarterly,IN,False,I-EARNINGS,577,reported,earnings
to,IN,False,I-ACQUISITION,737,talks,acquire
by,DT,False,O,410,,
with,DT,False,O,896,,
Citigroup,NNP,False,B-ACQUISITION,721,,successfully
is,IN,False,I-ACQUISITION,644,Citigroup,in
Oracle,NNP,False,B-MERGER,40,,completed
annual,IN,False,I-EARNINGS,304,announced,revenue
on,DT,False,O,153,,
earnings,IN,False,I-EARNINGS,432,missed,estimates
surged,IN,False,I-STOCK,731,stock,$750 million
$1.3 billion,CD,True,I-EARNINGS,676,with,
to,IN,False,I-ACQUISITION,916,talks,acquire
stock,IN,False,I-STOCK,386,Salesforce,price
revenue,IN,False,I-EARNINGS,439,annual,of
missed,IN,False,I-EARNINGS,201,Citigroup,earnings
successfully,IN,False,I-ACQUISITION,48,Citigroup,purchased
at,DT,False,O,61,,
for,DT,False,O,732,,
or,DT,False,O,179,,
by,DT,False,O,157,,
of,IN,False,I-EARNINGS,123,earnings,$450 million
annual,IN,False,I-EARNINGS,581,announced,revenue
$15.7 billion,CD,True,I-EARNINGS,257,by,
the,DT,False,O,952,,
at,DT,False,O,318,,
on,DT,False,O,8,,
Tesla,NNP,False,B-MERGER,331,,is
Adobe,NNP,False,B-MERGER,319,,approved
and,DT,False,O,125,,
of,IN,False,I-EARNINGS,166,earnings,$2.4 billion
stock,IN,False,I-STOCK,915,Google,surged
$750 million,CD,True,I-STOCK,495,by,
by,IN,False,I-EARNINGS,943,estimates,$450 million
in,DT,False,O,419,,
and,DT,False,O,460,,
the,DT,False,O,131,,
negotiations,IN,False,I-MERGER,276,merger,with
is,IN,False,I-ACQUISITION,794,JPMorgan,in
$750 million,CD,True,I-STOCK,143,dropped,
acquired,VBD,False,I-ACQUISITION,829,Amazon,Bank of America
estimates,IN,False,I-EARNINGS,252,earnings,by
at,DT,False,O,517,,
or,DT,False,O,546,,
price,IN,False,I-STOCK,790,stock,fell
or,DT,False,O,103,,
price,IN,False,I-STOCK,31,stock,increased
for,DT,False,O,246,,
increased,IN,False,I-STOCK,453,price,by
fell,IN,False,I-STOCK,395,price,$750 million
completed,IN,False,I-MERGER,242,PayPal,its
shares,IN,False,I-STOCK,672,Morgan Stanley,declined
released,IN,False,I-EARNINGS,703,Bank of America,its
Goldman Sachs,NNP,False,B-STOCK,906,,stock
on,DT,False,O,904,,
with,DT,False,O,295,,
a,IN,False,I-MERGER,978,announced,merger
on,DT,False,O,145,,
at,DT,False,O,498,,
talks,IN,False,I-MERGER,543,merger,with
the,DT,False,O,241,,
to,IN,False,I-ACQUISITION,271,talks,acquire
Visa,NNP,False,B-MERGER,284,,announced
Netflix,NNP,False,I-MERGER,672,with,
Q4,IN,False,I-EARNINGS,283,its,earnings
beat,IN,False,I-EARNINGS,242,Salesforce,earnings
annual,IN,False,I-EARNINGS,240,announced,revenue
for,DT,False,O,711,,
surged,IN,False,I-STOCK,787,stock,$15.7 billion
expectations,IN,False,I-EARNINGS,762,earnings,with
and,DT,False,O,365,,
$2.4 billion,CD,True,I-STOCK,542,by,
the,DT,False,O,81,,
by,DT,False,O,668,,
$1.3 billion,CD,True,I-STOCK,53,fell,
with,DT,False,O,705,,
negotiations,IN,False,I-MERGER,241,merger,with
with,IN,False,I-EARNINGS,344,expectations,$15.7 billion
$1.3 billion,CD,True,I-EARNINGS,41,with,
with,DT,False,O,316,,
successfully,IN,False,I-ACQUISITION,981,Citigroup,purchased
the,IN,False,I-MERGER,69,approved,merger
$980 million,CD,True,I-STOCK,411,by,
Adobe,NNP,False,I-MERGER,370,with,
at,DT,False,O,394,,
merger,IN,False,I-MERGER,606,a,with
or,DT,False,O,174,,
talks,IN,False,I-ACQUISITION,145,in,to
is,IN,False,I-ACQUISITION,184,Adobe,in
the,DT,False,O,739,,
to,IN,False,I-ACQUISITION,833,plans,acquire
Netflix,NNP,False,I-MERGER,365,with,
the,DT,False,O,121,,
at,DT,False,O,271,,
by,DT,False,O,595,,
plans,IN,False,I-ACQUISITION,226,announced,to
its,IN,False,I-MERGER,970,completed,merger
on,DT,False,O,582,,
for,DT,False,O,177,,
Facebook,NNP,False,I-MERGER,839,with,
the,DT,False,O,913,,
by,DT,False,O,606,,
negotiations,IN,False,I-MERGER,568,merger,with
a,IN,False,I-MERGER,237,announced,merger
at,DT,False,O,964,,
negotiations,IN,False,I-MERGER,515,merger,with
merger,IN,False,I-MERGER,747,a,with
at,DT,False,O,398,,
the,DT,False,O,346,,
successfully,IN,False,I-ACQUISITION,974,Adobe,purchased
its,IN,False,I-EARNINGS,147,released,Q4
or,DT,False,O,658,,
Facebook,NNP,False,B-EARNINGS,733,,missed
Visa,NNP,False,I-ACQUISITION,452,purchased,
Intel,NNP,False,I-ACQUISITION,863,acquire,
and,DT,False,O,751,,
or,DT,False,O,50,,
Google,NNP,False,B-ACQUISITION,948,,acquired
Tesla,NNP,False,B-MERGER,669,,is
$15.7 billion,CD,True,I-STOCK,482,dropped,
on,DT,False,O,964,,
by,DT,False,O,485,,
Salesforce,NNP,False,B-MERGER,697,,is
plans,IN,False,I-ACQUISITION,23,announced,to
on,DT,False,O,77,,
talks,IN,False,I-MERGER,846,merger,with
in,DT,False,O,217,,
is,IN,False,I-ACQUISITION,579,Google,in
with,IN,False,I-EARNINGS,824,expectations,$2.4 billion
for,DT,False,O,384,,
of,IN,False,I-ACQUISITION,557,acquisition,Bank of America
$1.3 billion,CD,True,I-EARNINGS,280,of,
shares,IN,False,I-STOCK,59,Tesla,declined
by,DT,False,O,297,,
to,IN,False,I-ACQUISITION,762,talks,acquire
$15.7 billion,CD,True,I-EARNINGS,163,with,
the,DT,False,O,622,,
at,DT,False,O,314,,
the,DT,False,O,835,,
in,DT,False,O,542,,
merger,IN,False,I-MERGER,370,a,with
the,DT,False,O,684,,
or,DT,False,O,288,,
Morgan Stanley,NNP,False,B-EARNINGS,747,,beat
Microsoft,NNP,False,B-ACQUISITION,188,,completed
estimates,IN,False,I-EARNINGS,107,earnings,by
beat,IN,False,I-EARNINGS,370,Netflix,earnings
earnings,IN,False,I-EARNINGS,808,quarterly,of
and,DT,False,O,79,,
approved,IN,False,I-MERGER,484,IBM,the
quarterly,IN,False,I-EARNINGS,965,reported,earnings
with,DT,False,O,959,,
and,DT,False,O,453,,
with,DT,False,O,791,,
in,IN,False,I-MERGER,279,is,merger
missed,IN,False,I-EARNINGS,105,Salesforce,earnings
for,DT,False,O,904,,
for,DT,False,O,852,,
JPMorgan,NNP,False,B-EARNINGS,591,,missed
by,DT,False,O,674,,
the,IN,False,I-MERGER,185,approved,merger
quarterly,IN,False,I-EARNINGS,683,reported,earnings
by,DT,False,O,395,,
with,IN,False,I-MERGER,450,negotiations,Goldman Sachs
increased,IN,False,I-STOCK,915,price,by
for,DT,False,O,570,,
Morgan Stanley,NNP,False,I-MERGER,362,with,
earnings,IN,False,I-EARNINGS,701,Q4,showing
merger,IN,False,I-MERGER,592,a,with
declined,IN,False,I-STOCK,836,shares,by
price,IN,False,I-STOCK,758,stock,fell
Morgan Stanley,NNP,False,I-ACQUISITION,621,acquire,
the,DT,False,O,305,,
$15.7 billion,CD,True,I-EARNINGS,459,by,
to,IN,False,I-ACQUISITION,53,plans,acquire
earnings,IN,False,I-EARNINGS,303,beat,expectations
of,IN,False,I-ACQUISITION,577,acquisition,Salesforce
PayPal,NNP,False,B-EARNINGS,549,,beat
in,DT,False,O,455,,
in,DT,False,O,158,,
stock,IN,False,I-STOCK,640,Visa,surged
Facebook,NNP,False,I-MERGER,215,between,
merger,IN,False,I-MERGER,618,in,talks
$750 million,CD,True,I-EARNINGS,363,by,
Oracle,NNP,False,B-ACQUISITION,111,,is
Google,NNP,False,I-ACQUISITION,334,acquire,
completed,IN,False,I-MERGER,637,Google,its
negotiations,IN,False,I-MERGER,766,merger,with
for,DT,False,O,890,,
by,DT,False,O,498,,
IBM,NNP,False,B-MERGER,276,,confirmed
$750 million,CD,True,I-STOCK,215,by,
Apple,NNP,False,B-MERGER,322,,announced
or,DT,False,O,425,,
merger,IN,False,I-MERGER,185,the,between
reported,VBD,False,I-EARNINGS,777,Apple,quarterly
by,DT,False,O,474,,
with,DT,False,O,791,,
with,DT,False,O,508,,
completed,IN,False,I-ACQUISITION,661,JPMorgan,the
on,DT,False,O,194,,
Facebook,NNP,False,I-MERGER,321,with,
acquisition,IN,False,I-ACQUISITION,618,the,of
reported,VBD,False,I-EARNINGS,90,Visa,quarterly
and,DT,False,O,561,,
with,DT,False,O,826,,
$15.7 billion,CD,True,I-STOCK,75,by,
at,DT,False,O,299,,
released,IN,False,I-EARNINGS,288,JPMorgan,its
approved,IN,False,I-MERGER,798,Tesla,the
for,DT,False,O,307,,
talks,IN,False,I-MERGER,448,merger,with
the,DT,False,O,778,,
by,DT,False,O,299,,
at,DT,False,O,870,,
shares,IN,False,I-STOCK,789,Adobe,declined
the,DT,False,O,291,,
with,DT,False,O,939,,
in,IN,False,I-MERGER,75,is,merger
ongoing,IN,False,I-MERGER,680,confirmed,merger
quarterly,IN,False,I-EARNINGS,139,reported,earnings
and,DT,False,O,946,,
by,IN,False,I-EARNINGS,108,estimates,$3.1 billion
Amazon,NNP,False,I-ACQUISITION,696,purchased,
the,DT,False,O,285,,
increased,IN,False,I-STOCK,945,price,by
$2.4 billion,CD,True,I-EARNINGS,933,with,
Google,NNP,False,B-EARNINGS,439,,released
released,IN,False,I-EARNINGS,557,Goldman Sachs,its
beat,IN,False,I-EARNINGS,173,Intel,earnings
the,DT,False,O,981,,
acquire,IN,False,I-ACQUISITION,978,to,Netflix
earnings,IN,False,I-EARNINGS,140,missed,estimates
by,IN,False,I-STOCK,937,increased,$1.3 billion
at,DT,False,O,618,,
price,IN,False,I-STOCK,543,stock,fell
in,IN,False,I-MERGER,925,is,merger
stock,IN,False,I-STOCK,742,Amazon,surged
and,DT,False,O,358,,
Adobe,NNP,False,I-MERGER,93,with,
Salesforce,NNP,False,B-EARNINGS,823,,missed
Google,NNP,False,I-MERGER,484,with,
at,DT,False,O,212,,
showing,IN,False,I-EARNINGS,720,earnings,$2.4 billion
successfully,IN,False,I-ACQUISITION,556,Goldman Sachs,purchased
is,IN,False,I-ACQUISITION,737,Salesforce,in
Microsoft,NNP,False,B-EARNINGS,536,,missed
with,DT,False,O,547,,
Morgan Stanley,NNP,False,B-ACQUISITION,929,,acquired
to,IN,False,I-ACQUISITION,207,plans,acquire
with,IN,False,I-MERGER,995,negotiations,Facebook
$5.2 billion,CD,True,I-STOCK,785,by,
revenue,IN,False,I-EARNINGS,153,annual,of
announced,VBD,False,I-MERGER,326,Intel,a
Visa,NNP,False,B-MERGER,964,,announced
Facebook,NNP,False,B-MERGER,154,,announced
successfully,IN,False,I-ACQUISITION,846,Salesforce,purchased
by,IN,False,I-EARNINGS,29,estimates,$750 million
the,DT,False,O,607,,
at,DT,False,O,717,,
$2.4 billion,CD,True,I-STOCK,564,surged,
the,DT,False,O,386,,
stock,IN,False,I-STOCK,527,Morgan Stanley,price
approved,IN,False,I-MERGER,177,Google,the
annual,IN,False,I-EARNINGS,901,announced,revenue
price,IN,False,I-STOCK,144,stock,increased
with,IN,False,I-MERGER,347,merger,Apple
merger,IN,False,I-MERGER,868,its,with
for,DT,False,O,487,,
negotiations,IN,False,I-MERGER,219,merger,with
price,IN,False,I-STOCK,732,stock,increased
Apple,NNP,False,I-MERGER,869,with,
surged,IN,False,I-STOCK,440,stock,$750 million
confirmed,IN,False,I-MERGER,427,Adobe,ongoing
acquired,VBD,False,I-ACQUISITION,804,IBM,Google
the,IN,False,I-MERGER,287,approved,merger
Citigroup,NNP,False,B-ACQUISITION,831,,acquired
by,DT,False,O,886,,
in,DT,False,O,298,,
PayPal,NNP,False,B-EARNINGS,802,,reported
and,DT,False,O,720,,
with,DT,False,O,476,,
for,DT,False,O,796,,
by,DT,False,O,636,,
with,DT,False,O,84,,
$980 million,CD,True,I-EARNINGS,833,by,
on,DT,False,O,574,,
on,DT,False,O,511,,
Oracle,NNP,False,B-STOCK,767,,stock
the,DT,False,O,299,,
at,DT,False,O,523,,
at,DT,False,O,404,,
is,IN,False,I-MERGER,14,Amazon,in
Google,NNP,False,B-ACQUISITION,196,,completed
ongoing,IN,False,I-MERGER,923,confirmed,merger
with,DT,False,O,610,,
PayPal,NNP,False,B-STOCK,808,,stock
is,IN,False,I-ACQUISITION,921,Tesla,in
increased,IN,False,I-STOCK,669,price,by
Tesla,NNP,False,I-MERGER,590,with,
the,IN,False,I-MERGER,976,approved,merger
Adobe,NNP,False,B-EARNINGS,303,,beat
price,IN,False,I-STOCK,632,stock,fell
